date,hour,depth,value,variable
2020-10-08,NA,5.0,17.14596375,temperature
2020-10-08,NA,6.0,16.47556125,temperature
2020-10-08,NA,7.0,14.204776875,temperature
2020-10-08,NA,8.0,11.768811180555556,temperature
2020-10-08,NA,9.0,10.800798125,temperature
2020-10-09,NA,1.0,17.41236347222222,temperature
2020-10-09,NA,10.0,10.505853958333333,temperature
2020-10-09,NA,11.0,10.191635625,temperature
2020-10-09,NA,2.0,17.292553472222224,temperature
2020-10-09,NA,3.0,17.238566180555555,temperature
2020-10-09,NA,4.0,17.125640347222223,temperature
2020-10-09,NA,5.0,16.847095069444446,temperature
2020-10-09,NA,6.0,16.390700625,temperature
2020-10-09,NA,7.0,14.184986875,temperature
2020-10-09,NA,8.0,11.777101666666667,temperature
2020-10-09,NA,9.0,10.8592825,temperature
2020-10-10,NA,1.0,17.441583958333332,temperature
2020-10-10,NA,10.0,10.50462423611111,temperature
2020-10-10,NA,11.0,10.191117013888888,temperature
2020-10-10,NA,2.0,17.37235513888889,temperature
2020-10-10,NA,3.0,17.241331458333335,temperature
2020-10-10,NA,4.0,17.046562291666667,temperature
2020-10-10,NA,5.0,16.80017090277778,temperature
2020-10-10,NA,6.0,16.360615416666665,temperature
2020-10-10,NA,7.0,14.242013055555555,temperature
2020-10-10,NA,8.0,11.814709722222222,temperature
2020-10-10,NA,9.0,10.83278375,temperature
2020-10-11,NA,1.0,17.18967576388889,temperature
2020-10-11,NA,10.0,10.490944722222222,temperature
2020-10-11,NA,11.0,10.18136076388889,temperature
2020-10-11,NA,2.0,17.126318333333334,temperature
2020-10-11,NA,3.0,17.06246527777778,temperature
2020-10-11,NA,4.0,16.960640833333333,temperature
2020-10-11,NA,5.0,16.821050625,temperature
2020-10-11,NA,6.0,16.377071597222223,temperature
2020-10-11,NA,7.0,14.251335208333334,temperature
2020-10-11,NA,8.0,11.853962083333334,temperature
2020-10-11,NA,9.0,10.817235972222223,temperature
2020-10-12,NA,1.0,17.564191180555554,temperature
2020-10-12,NA,10.0,10.470287430555555,temperature
2020-10-12,NA,11.0,10.155574791666666,temperature
2020-10-12,NA,2.0,17.35135673611111,temperature
2020-10-12,NA,3.0,17.231002222222223,temperature
2020-10-12,NA,4.0,17.097749999999998,temperature
2020-10-12,NA,5.0,16.93721763888889,temperature
2020-10-12,NA,6.0,16.308151527777778,temperature
2020-10-12,NA,7.0,14.230901875,temperature
2020-10-12,NA,8.0,11.860693263888889,temperature
2020-10-12,NA,9.0,10.8337375,temperature
2020-10-13,NA,1.0,17.872771736111112,temperature
2020-10-13,NA,10.0,10.516154027777779,temperature
2020-10-13,NA,11.0,10.18412125,temperature
2020-10-13,NA,2.0,17.8424575,temperature
2020-10-13,NA,3.0,17.83325361111111,temperature
2020-10-13,NA,4.0,17.767934097222223,temperature
2020-10-13,NA,5.0,17.40908784722222,temperature
2020-10-13,NA,6.0,16.917353055555555,temperature
2020-10-13,NA,7.0,14.267639583333333,temperature
2020-10-13,NA,8.0,11.942502916666667,temperature
2020-10-13,NA,9.0,10.921273472222223,temperature
2020-10-14,NA,1.0,17.56620559027778,temperature
2020-10-14,NA,10.0,10.545666979166667,temperature
2020-10-14,NA,11.0,10.232502708333334,temperature
2020-10-14,NA,2.0,16.90024607638889,temperature
2020-10-14,NA,3.0,16.790736493055554,temperature
2020-10-14,NA,4.0,16.675733368055553,temperature
2020-10-14,NA,5.0,16.558735555555558,temperature
2020-10-14,NA,6.0,16.198281666666666,temperature
2020-10-14,NA,7.0,14.4918503125,temperature
2020-10-14,NA,8.0,11.92688204861111,temperature
2020-10-14,NA,9.0,10.8680478125,temperature
2020-10-15,NA,1.0,17.083251180555557,temperature
2020-10-15,NA,10.0,10.552729166666667,temperature
2020-10-15,NA,11.0,10.238719097222223,temperature
2020-10-15,NA,2.0,16.882969583333335,temperature
2020-10-15,NA,3.0,16.805894513888887,temperature
2020-10-15,NA,4.0,16.688197708333334,temperature
2020-10-15,NA,5.0,16.622288680555556,temperature
